movieId,title,genres,titles
2453,Stop! Or My Mom Will Shoot (1992),Action|Comedy,stop! or my mom will shoot 
2454,Forever Young (1992),Drama|Romance|Sci-Fi,forever young 
2455,"Cutting Edge, The (1992)",Comedy|Drama|Romance,cutting edge
2456,Of Mice and Men (1992),Drama,of mice and men 
2457,Bad Lieutenant (1992),Crime|Drama,bad lieutenant 
2458,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,scream 3 
2459,Single White Female (1992),Drama|Thriller,single white female 
2460,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,boondock saints
2461,Gun Shy (2000),Comedy,gun shy 
2462,"Baby, The (1973)",Horror,baby
2463,"Brandon Teena Story, The (1998)",Documentary,brandon teena story
2464,Minnie and Moskowitz (1971),Action,minnie and moskowitz 
2465,They Might Be Giants (1971),Comedy|Mystery|Romance,they might be giants 
2466,"Beach, The (2000)",Adventure|Drama,beach
2467,Snow Day (2000),Comedy,snow day 
2468,"Tigger Movie, The (2000)",Animation|Children,tigger movie
2469,Not One Less (Yi ge dou bu neng shao) (1999),Drama,not one less 
2470,Eaten Alive (1977),Horror,eaten alive 
2471,Raining Stones (1993),Drama,raining stones 
2472,To Sir with Love (1967),Drama,to sir with love 
2473,Boiler Room (2000),Crime|Drama|Thriller,boiler room 
2474,Hanging Up (2000),Comedy|Drama,hanging up 
2475,Pitch Black (2000),Horror|Sci-Fi|Thriller,pitch black 
2476,"Whole Nine Yards, The (2000)",Comedy|Crime,whole nine yards
2477,Beautiful People (1999),Comedy,beautiful people 
2478,Black Tar Heroin: The Dark End of the Street (2000),Documentary,black tar heroin: the dark end of the street 
2479,"Circus, The (1928)",Comedy,circus
2480,City Lights (1931),Comedy|Drama|Romance,city lights 
2481,"Flamingo Kid, The (1984)",Comedy|Drama,flamingo kid
2482,"Kid, The (1921)",Comedy|Drama,kid
2483,Class Reunion (1982),Comedy,class reunion 
2484,Happy Go Lovely (1951),Musical,happy go lovely 
2485,Reindeer Games (2000),Action|Thriller,reindeer games 
2486,Wonder Boys (2000),Comedy|Drama,wonder boys 
2487,Chain of Fools (2000),Comedy|Crime,chain of fools 
2488,Drowning Mona (2000),Comedy,drowning mona 
2489,"Next Best Thing, The (2000)",Comedy|Drama,next best thing
2490,What Planet Are You From? (2000),Comedy|Sci-Fi,what planet are you from? 
2491,Beyond the Mat (1999),Documentary,beyond the mat 
2492,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,ghost dog: the way of the samurai 
2493,The Year My Voice Broke (1987),Drama|Romance,the year my voice broke 
2494,Splendor in the Grass (1961),Drama|Romance,splendor in the grass 
2495,My Tutor (1983),Drama,my tutor 
2496,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,key largo 
2497,Born Yesterday (1950),Comedy,born yesterday 
2498,Birdy (1984),Drama|War,birdy 
2499,Blood Feast (1963),Horror,blood feast 
2500,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,charlie
2501,Never Cry Wolf (1983),Adventure|Drama,never cry wolf 
2502,"Raisin in the Sun, A (1961)",Drama,raisin in the sun
2503,"Closer You Get, The (2000)",Comedy|Romance,closer you get
2504,Mission to Mars (2000),Sci-Fi,mission to mars 
2505,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,ninth gate
2506,East-West (Est-ouest) (1999),Drama|Romance,east-west 
2507,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,defending your life 
2508,Breaking Away (1979),Comedy|Drama,breaking away 
2509,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,hoosiers 
2510,Bull Durham (1988),Comedy|Drama|Romance,bull durham 
2511,Dog Day Afternoon (1975),Crime|Drama,dog day afternoon 
2512,American Graffiti (1973),Comedy|Drama,american graffiti 
2513,"Asphalt Jungle, The (1950)",Crime|Film-Noir,asphalt jungle
2514,"Searchers, The (1956)",Drama|Western,searchers
2515,"Big Country, The (1958)",Romance|Western,big country
2516,Betrayed (1988),Drama|Thriller,betrayed 
2517,"Bridge at Remagen, The (1969)",Action|War,bridge at remagen
2518,Daughters of the Dust (1991),Drama,daughters of the dust 
2519,"Ogre, The (Unhold, Der) (1996)",Drama,ogre
2520,On the Beach (1959),Drama,on the beach 
2521,"Taking of Pelham One Two Three, The (1974)",Action|Crime,taking of pelham one two three
2522,Volunteers (1985),Comedy,volunteers 
2523,JFK (1991),Drama|Mystery|Thriller,jfk 
2524,Who's Harry Crumb? (1989),Comedy|Mystery,who's harry crumb? 
2525,Harry and the Hendersons (1987),Children|Comedy,harry and the hendersons 
2526,Let's Get Harry (1986),Action|Adventure,let's get harry 
2527,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,shanghai surprise 
2528,Who's That Girl? (1987),Comedy,who's that girl? 
2529,She-Devil (1989),Comedy,she-devil 
2530,Date with an Angel (1987),Comedy|Fantasy|Romance,date with an angel 
2531,Blind Date (1987),Comedy|Romance,blind date 
2532,Nadine (1987),Comedy,nadine 
2533,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,muppet movie
2534,"Great Muppet Caper, The (1981)",Children|Comedy,great muppet caper
2535,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,muppets take manhattan
2536,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,we're back! a dinosaur's story 
2537,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,baby... secret of the lost legend 
2538,Turtle Diary (1985),Comedy|Drama|Romance,turtle diary 
2539,Raise the Titanic (1980),Drama|Thriller,raise the titanic 
2540,Titanic (1953),Action|Drama,titanic 
2541,"Night to Remember, A (1958)",Action|Drama,night to remember
2542,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,captain horatio hornblower r.n. 
2543,Erin Brockovich (2000),Drama,erin brockovich 
2544,Final Destination (2000),Drama|Thriller,final destination 
2545,Soft Fruit (1999),Comedy|Drama,soft fruit 
2546,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,bear
2547,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,love is a many-splendored thing 
2548,"Mirror, The (Zerkalo) (1975)",Drama,mirror
2549,"Crimson Pirate, The (1952)",Adventure|Comedy,crimson pirate
2550,Thelma & Louise (1991),Adventure|Crime|Drama,thelma & louise 
2551,...And Justice for All (1979),Drama|Thriller,...and justice for all 
2552,Animal House (1978),Comedy,animal house 
2553,She's Gotta Have It (1986),Comedy|Romance,she's gotta have it 
2554,School Daze (1988),Drama,school daze 
2555,Do the Right Thing (1989),Drama,do the right thing 
2556,Mo' Better Blues (1990),Drama|Musical,mo' better blues 
2557,Jungle Fever (1991),Drama|Romance,jungle fever 
2558,"Champ, The (1979)",Drama,champ
2559,Creature Comforts (1989),Animation|Comedy,creature comforts 
2560,Death Wish (1974),Action|Crime|Drama,death wish 
2561,Death Wish 2 (1982),Action|Drama,death wish 2 
2562,Death Wish 3 (1985),Action|Drama,death wish 3 
2563,Death Wish 4: The Crackdown (1987),Action|Drama,death wish 4: the crackdown 
2564,Death Wish 5: The Face of Death (1994),Action|Drama,death wish 5: the face of death 
2565,Double Indemnity (1944),Crime|Drama|Film-Noir,double indemnity 
2566,Dying Young (1991),Drama|Romance,dying young 
2567,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,teenage mutant ninja turtles 
2568,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,teenage mutant ninja turtles ii: the secret of the ooze 
2569,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,teenage mutant ninja turtles iii 
2570,Red Dawn (1984),Action|Drama|War,red dawn 
2571,Band of the Hand (1986),Action|Crime|Drama,band of the hand 
2572,Bloodsport (1988),Action,bloodsport 
2573,Eyes of Laura Mars (1978),Mystery|Thriller,eyes of laura mars 
2574,Funny Bones (1995),Comedy|Drama,funny bones 
2575,"Good Earth, The (1937)",Drama,good earth
2576,"Good Morning, Vietnam (1987)",Comedy|Drama|War,good morning
2577,"Good Mother, The (1988)",Drama,good mother
2578,Grumpy Old Men (1993),Comedy,grumpy old men 
2579,Guess Who's Coming to Dinner (1967),Drama,guess who's coming to dinner 
2580,Romeo Must Die (2000),Action|Crime|Romance|Thriller,romeo must die 
2581,Here on Earth (2000),Drama|Romance,here on earth 
2582,Whatever It Takes (2000),Comedy|Romance,whatever it takes 
2583,Buddy Boy (1999),Drama|Thriller,buddy boy 
2584,Gothic (1986),Drama|Horror,gothic 
2585,Lord of the Flies (1963),Adventure|Drama|Thriller,lord of the flies 
2586,Modern Times (1936),Comedy|Drama|Romance,modern times 
2587,Heart and Souls (1993),Comedy|Fantasy,heart and souls 
2588,Hud (1963),Drama|Western,hud 
2589,"Hustler, The (1961)",Drama,hustler
2590,Inherit the Wind (1960),Drama,inherit the wind 
2591,Dersu Uzala (1975),Adventure|Drama,dersu uzala 
2592,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,close encounters of the third kind 
2593,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,jonah who will be 25 in the year 2000 
2594,Retroactive (1997),Sci-Fi|Thriller,retroactive 
2595,"Place in the Sun, A (1951)",Drama|Romance,place in the sun
2596,Jacob's Ladder (1990),Horror|Mystery,jacob's ladder 
2597,Empire Records (1995),Comedy|Drama,empire records 
2598,"Bamba, La (1987)",Drama,bamba
2599,Ladyhawke (1985),Adventure|Fantasy|Romance,ladyhawke 
2600,Lucas (1986),Drama|Romance,lucas 
2601,High Fidelity (2000),Comedy|Drama|Romance,high fidelity 
2602,"Road to El Dorado, The (2000)",Animation|Children,road to el dorado
2603,"Skulls, The (2000)",Thriller,skulls
2604,Hook (1991),Adventure|Comedy|Fantasy,hook 
2605,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,son of the sheik
2606,True Grit (1969),Adventure|Drama|Western,true grit 
2607,Madame Sousatzka (1988),Drama,madame sousatzka 
2608,Max Dugan Returns (1983),Comedy,max dugan returns 
2609,Midnight Express (1978),Drama,midnight express 
2610,Misery (1990),Drama|Horror|Thriller,misery 
2611,Mr. Saturday Night (1992),Comedy|Drama,mr. saturday night 
2612,Murphy's Romance (1985),Comedy|Romance,murphy's romance 
2613,My Life (1993),Drama,my life 
2614,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,solaris 
2615,Network (1976),Comedy|Drama,network 
2616,No Way Out (1987),Drama|Mystery|Thriller,no way out 
2617,North Dallas Forty (1979),Comedy|Drama,north dallas forty 
2618,"Odd Couple, The (1968)",Comedy,odd couple
2619,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,outlaw josey wales
2620,Frequency (2000),Drama|Thriller,frequency 
2621,Ready to Rumble (2000),Comedy,ready to rumble 
2622,Return to Me (2000),Drama|Romance,return to me 
2623,Rules of Engagement (2000),Drama|Thriller,rules of engagement 
2624,Joe Gould's Secret (2000),Drama,joe gould's secret 
2625,Me Myself I (2000),Comedy|Romance,me myself i 
2626,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,bell
2627,Force 10 from Navarone (1978),Action|Drama|War,force 10 from navarone 
2628,Mystery Train (1989),Comedy|Drama,mystery train 
2629,Arthur (1981),Comedy|Romance,arthur 
2630,Bachelor Party (1984),Comedy,bachelor party 
2631,Parenthood (1989),Comedy|Drama,parenthood 
2632,Predator (1987),Action|Sci-Fi|Thriller,predator 
2633,"Prince of Tides, The (1991)",Drama|Romance,prince of tides
2634,"Postman Always Rings Twice, The (1981)",Crime|Thriller,postman always rings twice
2635,All the Vermeers in New York (1990),Comedy|Drama|Romance,all the vermeers in new york 
2636,28 Days (2000),Drama,28 days 
2637,American Psycho (2000),Crime|Horror|Mystery|Thriller,american psycho 
2638,Keeping the Faith (2000),Comedy|Drama|Romance,keeping the faith 
2639,Where the Money Is (2000),Comedy|Drama,where the money is 
2640,East is East (1999),Comedy,east is east 
2641,"Filth and the Fury, The (2000)",Documentary,filth and the fury
2642,Diner (1982),Comedy|Drama,diner 
2643,Shakes the Clown (1992),Comedy,shakes the clown 
2644,Cabaret (1972),Drama|Musical,cabaret 
2645,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,what ever happened to baby jane? 
2646,Auntie Mame (1958),Comedy|Drama,auntie mame 
2647,Guys and Dolls (1955),Comedy|Musical|Romance,guys and dolls 
2648,The Hunger (1983),Horror,the hunger 
2649,Marathon Man (1976),Crime|Drama|Thriller,marathon man 
2650,Caddyshack (1980),Comedy,caddyshack 
2651,Gossip (2000),Drama|Thriller,gossip 
2652,Love and Basketball (2000),Drama|Romance,love and basketball 
2653,U-571 (2000),Action|Thriller|War,u-571 
2654,"Virgin Suicides, The (1999)",Drama|Romance,virgin suicides
2655,Jennifer 8 (1992),Mystery|Thriller,jennifer 8 
2656,Limelight (1952),Comedy|Drama|Romance,limelight 
2657,"Crow: Salvation, The (2000)",Action|Horror,crow: salvation
2658,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,flintstones in viva rock vegas
2659,Where the Heart Is (2000),Comedy|Drama,where the heart is 
2660,"Big Kahuna, The (2000)",Comedy|Drama,big kahuna
2661,Bossa Nova (2000),Comedy|Drama|Romance,bossa nova 
2662,Smiling Fish and Goat on Fire (1999),Comedy|Romance,smiling fish and goat on fire 
2663,"Idiots, The (Idioterne) (1998)",Comedy|Drama,idiots
2664,Time Code (2000),Comedy|Drama,time code 
2665,Carnosaur (1993),Horror|Sci-Fi,carnosaur 
2666,Carnosaur 2 (1995),Horror|Sci-Fi,carnosaur 2 
2667,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,carnosaur 3: primal species 
2668,"Hidden, The (1987)",Action|Horror|Sci-Fi,hidden
2669,Two Moon Junction (1988),Drama|Romance,two moon junction 
2670,Gladiator (2000),Action|Adventure|Drama,gladiator 
2671,Up at the Villa (2000),Drama,up at the villa 
2672,Human Traffic (1999),Comedy,human traffic 
2673,Breathless (1983),Action|Drama|Romance|Thriller,breathless 
2674,The Idolmaker (1980),Drama|Romance,the idolmaker 
2675,Inferno (1980),Horror,inferno 
2676,"Lords of Flatbush, The (1974)",Comedy|Drama,lords of flatbush
2677,Mr. Mom (1983),Comedy|Drama,mr. mom 
2678,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,time masters 
2679,Battlefield Earth (2000),Action|Sci-Fi,battlefield earth 
2680,Center Stage (2000),Drama|Musical,center stage 
2681,Screwed (2000),Comedy,screwed 
2682,Whipped (2000),Comedy,whipped 
2683,Hamlet (2000),Crime|Drama|Romance|Thriller,hamlet 
2684,Anchors Aweigh (1945),Comedy|Musical,anchors aweigh 
2685,Gypsy (1962),Musical,gypsy 
2686,On the Town (1949),Comedy|Musical|Romance,on the town 
2687,Pee-wee's Big Adventure (1985),Adventure|Comedy,pee-wee's big adventure 
2688,Regret to Inform (1998),Documentary,regret to inform 
2689,Honeymoon in Vegas (1992),Comedy|Romance,honeymoon in vegas 
2690,Dinosaur (2000),Adventure|Animation|Children,dinosaur 
2691,Loser (2000),Comedy|Romance,loser 
2692,Road Trip (2000),Comedy,road trip 
2693,Small Time Crooks (2000),Comedy|Crime,small time crooks 
2694,"Hollywood Knights, The (1980)",Comedy,hollywood knights
2695,"Twelve Chairs, The (1970)",Comedy,twelve chairs
2696,Mission: Impossible II (2000),Action|Adventure|Thriller,mission: impossible ii 
2697,Shanghai Noon (2000),Action|Adventure|Comedy|Western,shanghai noon 
2698,Better Living Through Circuitry (1999),Documentary,better living through circuitry 
2699,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,8 ½ women 
2700,Carnival of Souls (1962),Horror|Thriller,carnival of souls 
2701,Flying Tigers (1942),Action|Drama|Romance|War,flying tigers 
2702,"Gold Rush, The (1925)",Adventure|Comedy|Romance,gold rush
2703,Monsieur Verdoux (1947),Comedy|Crime,monsieur verdoux 
2704,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,on her majesty's secret service 
2705,Seven Days in May (1964),Thriller,seven days in may 
2706,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,spy who loved me
2707,Vagabond (Sans toit ni loi) (1985),Drama,vagabond 
2708,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,moonraker 
2709,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,man with the golden gun
2710,"King in New York, A (1957)",Comedy|Drama,king in new york
2711,"Woman of Paris, A (1923)",Drama,woman of paris
2712,"Fighting Seabees, The (1944)",Action|Drama|War,fighting seabees
2713,Big Momma's House (2000),Comedy,big momma's house 
2714,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,abominable snowman
2715,American Gigolo (1980),Drama,american gigolo 
2716,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,city of the living dead 
2717,"Endless Summer, The (1966)",Documentary,endless summer
2718,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,guns of navarone
2719,Blow-Out (La grande bouffe) (1973),Drama,blow-out 
2720,Quatermass and the Pit (1967),Horror|Sci-Fi,quatermass and the pit 
2721,Puppet Master (1989),Horror|Sci-Fi|Thriller,puppet master 
2722,Puppet Master II (1991),Horror|Sci-Fi|Thriller,puppet master ii 
2723,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,puppet master iii: toulon's revenge 
2724,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,puppet master 4 
2725,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,puppet master 5: the final chapter 
2726,Rent-A-Cop (1988),Action|Comedy|Crime,rent-a-cop 
2727,Romeo and Juliet (1968),Drama|Romance,romeo and juliet 
2728,Stay Tuned (1992),Comedy,stay tuned 
2729,Blazing Saddles (1974),Comedy|Western,blazing saddles 
2730,Benji (1974),Adventure|Children,benji 
2731,Benji the Hunted (1987),Adventure|Children,benji the hunted 
2732,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,for the love of benji 
2733,White Christmas (1954),Comedy|Musical|Romance,white christmas 
2734,Eraserhead (1977),Drama|Horror,eraserhead 
2735,Baraka (1992),Documentary,baraka 
2736,"Man with the Golden Arm, The (1955)",Drama,man with the golden arm
2737,"Decline of Western Civilization, The (1981)",Documentary|Musical,decline of western civilization
2738,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,decline of western civilization part ii: the metal years
2739,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,for a few dollars more 
2740,Magnum Force (1973),Action|Crime|Drama|Thriller,magnum force 
2741,Blood Simple (1984),Crime|Drama|Film-Noir,blood simple 
2742,"Fabulous Baker Boys, The (1989)",Drama|Romance,fabulous baker boys
2743,Prizzi's Honor (1985),Comedy|Drama|Romance,prizzi's honor 
2744,Flatliners (1990),Horror|Sci-Fi|Thriller,flatliners 
2745,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,light years 
2746,Porky's (1982),Comedy,porky's 
2747,Porky's II: The Next Day (1983),Comedy,porky's ii: the next day 
2748,Porky's Revenge (1985),Comedy,porky's revenge 
2749,Private School (1983),Comedy,private school 
2750,Class of Nuke 'Em High (1986),Comedy|Horror,class of nuke 'em high 
2751,"Toxic Avenger, The (1985)",Comedy|Horror,toxic avenger
2752,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,toxic avenger
2753,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,toxic avenger part iii: the last temptation of toxie
2754,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,night of the creeps 
2755,Predator 2 (1990),Action|Sci-Fi|Thriller,predator 2 
2756,"Running Man, The (1987)",Action|Sci-Fi,running man
2757,Starman (1984),Adventure|Drama|Romance|Sci-Fi,starman 
2758,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,brother from another planet
2759,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,alien nation 
2760,Mad Max (1979),Action|Adventure|Sci-Fi,mad max 
2761,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,road warrior
2762,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,mad max beyond thunderdome 
2763,Bird on a Wire (1990),Action|Comedy|Romance,bird on a wire 
2764,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,angel heart 
2765,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,9 1/2 weeks 
2766,Firestarter (1984),Horror|Thriller,firestarter 
2767,Sleepwalkers (1992),Horror,sleepwalkers 
2768,Action Jackson (1988),Action|Comedy|Crime|Thriller,action jackson 
2769,Sarafina! (1992),Drama,sarafina! 
2770,Soapdish (1991),Comedy,soapdish 
2771,"Long Walk Home, The (1990)",Drama,long walk home
2772,Clara's Heart (1988),Drama,clara's heart 
2773,Burglar (1987),Comedy|Crime,burglar 
2774,Fatal Beauty (1987),Action|Comedy|Crime|Drama,fatal beauty 
2775,Gone in 60 Seconds (2000),Action|Crime,gone in 60 seconds 
2776,Love's Labour's Lost (2000),Comedy|Romance,love's labour's lost 
2777,Sunshine (1999),Drama,sunshine 
2778,Hamlet (1990),Drama,hamlet 
2779,Coming Home (1978),Drama|War,coming home 
2780,American Pop (1981),Animation|Musical,american pop 
2781,Assault on Precinct 13 (1976),Action|Thriller,assault on precinct 13 
2782,Near Dark (1987),Horror|Western,near dark 
2783,One False Move (1992),Crime|Drama|Film-Noir|Thriller,one false move 
2784,Shaft (1971),Action|Crime|Drama|Thriller,shaft 
2785,"Conversation, The (1974)",Drama|Mystery,conversation
2786,Cutter's Way (1981),Drama|Thriller,cutter's way 
2787,"Fury, The (1978)",Horror,fury
2788,"Paper Chase, The (1973)",Drama,paper chase
2789,Serpico (1973),Crime|Drama,serpico 
2790,"Ace in the Hole (Big Carnival, The) (1951)",Drama,ace in the hole 
2791,Lonely Are the Brave (1962),Drama|Western,lonely are the brave 
2792,"Sugarland Express, The (1974)",Drama,sugarland express
2793,Trouble in Paradise (1932),Comedy|Romance,trouble in paradise 
2794,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,big trouble in little china 
2795,Badlands (1973),Crime|Drama|Thriller,badlands 
2796,Battleship Potemkin (1925),Drama|War,battleship potemkin 
2797,Boys and Girls (2000),Comedy|Romance,boys and girls 
2798,Shaft (2000),Action|Crime|Thriller,shaft 
2799,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,titan a.e. 
2800,Butterfly (La lengua de las mariposas) (1999),Drama,butterfly 
2801,Jesus' Son (1999),Drama,jesus' son 
2802,Chicken Run (2000),Animation|Children|Comedy,chicken run 
2803,"Me, Myself & Irene (2000)",Adventure|Comedy,me
2804,"Patriot, The (2000)",Action|Drama|War,patriot
2805,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,adventures of rocky and bullwinkle
2806,"Perfect Storm, The (2000)",Drama|Thriller,perfect storm
2807,"Golden Bowl, The (2000)",Drama,golden bowl
2808,Communion (1989),Drama|Sci-Fi|Thriller,communion 
2809,"Kentucky Fried Movie, The (1977)",Comedy,kentucky fried movie
2810,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,blood in
2811,F/X (1986),Action|Crime|Thriller,f/x 
2812,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,f/x2 
2813,"Hot Spot, The (1990)",Crime|Drama|Romance,hot spot
2814,Missing in Action (1984),Action|War,missing in action 
2815,Missing in Action 2: The Beginning (1985),Action|War,missing in action 2: the beginning 
2816,Braddock: Missing in Action III (1988),Action|War,braddock: missing in action iii 
2817,Thunderbolt and Lightfoot (1974),Action,thunderbolt and lightfoot 
2818,Dreamscape (1984),Horror|Sci-Fi|Thriller,dreamscape 
2819,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,the golden voyage of sinbad 
2820,House Party (1990),Comedy,house party 
2821,House Party 2 (1991),Comedy|Drama|Romance,house party 2 
2822,Croupier (1998),Crime|Drama,croupier 
2823,"Kid, The (2000)",Comedy|Fantasy,kid
2824,Scary Movie (2000),Comedy|Horror,scary movie 
2825,But I'm a Cheerleader (1999),Comedy,but i'm a cheerleader 
2826,Shower (Xizao) (1999),Comedy,shower 
2827,Blow-Up (Blowup) (1966),Drama|Mystery,blow-up 
2828,"Pawnbroker, The (1964)",Drama,pawnbroker
2829,Groove (2000),Drama,groove 
2830,Footloose (1984),Drama,footloose 
2831,Duel in the Sun (1946),Drama|Romance|Western,duel in the sun 
2832,X-Men (2000),Action|Adventure|Sci-Fi,x-men 
2833,Chuck & Buck (2000),Comedy|Drama,chuck & buck 
2834,"Five Senses, The (1999)",Drama,five senses
2835,"In Crowd, The (2000)",Thriller,in crowd
2836,What Lies Beneath (2000),Drama|Horror|Mystery,what lies beneath 
2837,Pokémon the Movie 2000 (2000),Animation|Children,pokémon the movie 2000 
2838,Anatomy of a Murder (1959),Drama|Mystery,anatomy of a murder 
2839,Freejack (1992),Action|Sci-Fi,freejack 
2840,Mackenna's Gold (1969),Western,mackenna's gold 
2841,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy,sinbad and the eye of the tiger 
2842,"Two Women (Ciociara, La) (1960)",Drama|War,two women 
2843,What About Bob? (1991),Comedy,what about bob? 
2844,White Sands (1992),Drama|Thriller,white sands 
2845,Breaker Morant (1980),Drama|War,breaker morant 
2846,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,everything you always wanted to know about sex * but were afraid to ask 
2847,Interiors (1978),Drama,interiors 
2848,Love and Death (1975),Comedy,love and death 
2849,"Official Story, The (La historia oficial) (1985)",Drama,official story
2850,Tampopo (1985),Comedy,tampopo 
2851,Nutty Professor II: The Klumps (2000),Comedy,nutty professor ii: the klumps 
2852,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance,girl on the bridge
2853,Wonderland (1999),Drama,wonderland 
2854,Autumn in New York (2000),Drama|Romance,autumn in new york 
2855,Coyote Ugly (2000),Comedy|Drama|Romance,coyote ugly 
2856,Hollow Man (2000),Horror|Sci-Fi|Thriller,hollow man 
2857,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,space cowboys 
2858,Psycho Beach Party (2000),Comedy|Horror|Thriller,psycho beach party 
2859,Saving Grace (2000),Comedy,saving grace 
2860,"Black Sabbath (Tre volti della paura, I) (1963)",Horror,black sabbath 
2861,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,brain that wouldn't die
2862,Bronco Billy (1980),Adventure|Drama|Romance,bronco billy 
2863,"Crush, The (1993)",Thriller,crush
2864,Kelly's Heroes (1970),Action|Comedy|War,kelly's heroes 
2865,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller,phantasm ii 
2866,Phantasm III: Lord of the Dead (1994),Horror,phantasm iii: lord of the dead 
2867,Phantasm IV: Oblivion (1998),Horror,phantasm iv: oblivion 
2868,Pumpkinhead (1988),Horror,pumpkinhead 
2869,Air America (1990),Action|Comedy,air america 
2870,Sleepaway Camp (1983),Horror,sleepaway camp 
2871,Steel Magnolias (1989),Drama,steel magnolias 
2872,And God Created Woman (Et Dieu... créa la femme) (1956),Drama,and god created woman 
2873,Easy Money (1983),Comedy,easy money 
2874,"Ilsa, She Wolf of the SS (1974)",Horror,ilsa
2875,The Spiral Staircase (1945),Horror|Mystery|Thriller,the spiral staircase 
2876,I'm the One That I Want (2000),Comedy,i'm the one that i want 
2877,"Tao of Steve, The (2000)",Comedy,tao of steve
2878,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance,affair of love
2879,Bless the Child (2000),Thriller,bless the child 
